chr	name	start	end	sample	celltype	sex	age	allelic_ratio	total_reads	median_allelic_ratio	min_total_reads
chrX	A630033H20Rik	107148926	107173661	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	25	1	24
chrX	A830080D01Rik	159532639	159593081	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	124	1	78
chrX	A830080D01Rik	159532639	159593081	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	0,99	102	1	78
chrX	A830080D01Rik	159532639	159593081	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	78	1	78
chrX	A830080D01Rik	159532639	159593081	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	48	1	48
chrX	A830080D01Rik	159532639	159593081	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	82	1	48
chrX	A830080D01Rik	159532639	159593081	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	108	1	48
chrX	A830080D01Rik	159532639	159593081	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	20	1	14
chrX	A830080D01Rik	159532639	159593081	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	14	1	14
chrX	A830080D01Rik	159532639	159593081	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	33	1	14
chrX	A830080D01Rik	159532639	159593081	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	108	1	59
chrX	A830080D01Rik	159532639	159593081	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	59	1	59
chrX	A830080D01Rik	159532639	159593081	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	126	1	59
chrX	A830080D01Rik	159532639	159593081	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	0,96	75	1	75
chrX	A830080D01Rik	159532639	159593081	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	115	1	75
chrX	A830080D01Rik	159532639	159593081	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	110	1	75
chrX	A830080D01Rik	159532639	159593081	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	0,97	139	0,97	63
chrX	A830080D01Rik	159532639	159593081	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	0,97	63	0,97	63
chrX	A830080D01Rik	159532639	159593081	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	0,99	102	0,97	63
chrX	A830080D01Rik	159532639	159593081	MP_9w_RNA_XBxC_+y_XY_2	MP	male	Adult	1	76	1	73
chrX	A830080D01Rik	159532639	159593081	MP_9w_RNA_XBxC_+y_XY_3	MP	male	Adult	0,97	73	1	73
chrX	A830080D01Rik	159532639	159593081	MP_9w_RNA_XBxC_+y_XY_1	MP	male	Adult	1	129	1	73
chrX	AA414768	12936872	12938541	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	37	1	24
chrX	AA414768	12936872	12938541	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	63	1	24
chrX	AA414768	12936872	12938541	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	24	1	24
chrX	AA414768	12936872	12938541	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	40	1	29
chrX	AA414768	12936872	12938541	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	29	1	29
chrX	AA414768	12936872	12938541	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	36	1	29
chrX	Abcb7	104280564	104413846	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	73	1	41
chrX	Abcb7	104280564	104413846	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	74	1	41
chrX	Abcb7	104280564	104413846	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	41	1	41
chrX	Abcb7	104280564	104413846	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	16	1	16
chrX	Abcb7	104280564	104413846	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	42	1	16
chrX	Abcb7	104280564	104413846	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	20	1	16
chrX	Abcb7	104280564	104413846	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	92	1	92
chrX	Abcb7	104280564	104413846	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	144	1	92
chrX	Abcb7	104280564	104413846	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	132	1	92
chrX	Abcb7	104280564	104413846	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	150	1	68
chrX	Abcb7	104280564	104413846	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	95	1	68
chrX	Abcb7	104280564	104413846	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	68	1	68
chrX	Abcb7	104280564	104413846	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	47	1	12
chrX	Abcb7	104280564	104413846	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	12	1	12
chrX	Abcb7	104280564	104413846	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	86	1	12
chrX	Abcb7	104280564	104413846	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	1	41	1	41
chrX	Abcb7	104280564	104413846	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	1	120	1	41
chrX	Abcb7	104280564	104413846	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	54	1	41
chrX	Abcb7	104280564	104413846	MP_9w_RNA_XBxC_+y_XY_1	MP	male	Adult	1	64	1	50
chrX	Abcb7	104280564	104413846	MP_9w_RNA_XBxC_+y_XY_2	MP	male	Adult	1	50	1	50
chrX	Abcb7	104280564	104413846	MP_9w_RNA_XBxC_+y_XY_3	MP	male	Adult	1	59	1	50
chrX	Abcd1	73716596	73738534	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	39	1	36
chrX	Abcd1	73716596	73738534	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	36	1	36
chrX	Abcd1	73716596	73738534	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	44	1	36
chrX	Abcd1	73716596	73738534	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	47	1	17
chrX	Abcd1	73716596	73738534	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	17	1	17
chrX	Abcd1	73716596	73738534	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	29	1	17
chrX	Abcd1	73716596	73738534	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	30	1	30
chrX	Abcd1	73716596	73738534	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	30	1	30
chrX	Abcd1	73716596	73738534	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	40	1	30
chrX	Abcd1	73716596	73738534	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	26	1	26
chrX	Abcd1	73716596	73738534	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	0,97	29	1	26
chrX	Abcd1	73716596	73738534	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	26	1	26
chrX	Abcd1	73716596	73738534	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	32	1	32
chrX	Abcd1	73716596	73738534	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	76	1	32
chrX	Abcd1	73716596	73738534	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	58	1	32
chrX	Abcd1	73716596	73738534	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	40	1	29
chrX	Abcd1	73716596	73738534	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	44	1	29
chrX	Abcd1	73716596	73738534	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	29	1	29
chrX	Abcd1	73716596	73738534	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	1	172	1	97
chrX	Abcd1	73716596	73738534	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	1	97	1	97
chrX	Abcd1	73716596	73738534	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	186	1	97
chrX	Abcd1	73716596	73738534	MP_9w_RNA_XBxC_+y_XY_1	MP	male	Adult	1	173	1	108
chrX	Abcd1	73716596	73738534	MP_9w_RNA_XBxC_+y_XY_2	MP	male	Adult	1	108	1	108
chrX	Abcd1	73716596	73738534	MP_9w_RNA_XBxC_+y_XY_3	MP	male	Adult	0,99	160	1	108
chrX	Ace2	164139341	164188418	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	31	1	31
chrX	Ace2	164139341	164188418	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	31	1	31
chrX	Ace2	164139341	164188418	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	36	1	31
chrX	Acot9	155262442	155297654	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	186	1	186
chrX	Acot9	155262442	155297654	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	196	1	186
chrX	Acot9	155262442	155297654	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	305	1	186
chrX	Acot9	155262442	155297654	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	264	1	173
chrX	Acot9	155262442	155297654	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	173	1	173
chrX	Acot9	155262442	155297654	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	266	1	173
chrX	Acot9	155262442	155297654	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	112	1	94
chrX	Acot9	155262442	155297654	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	94	1	94
chrX	Acot9	155262442	155297654	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	132	1	94
chrX	Acot9	155262442	155297654	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	88	1	74
chrX	Acot9	155262442	155297654	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	94	1	74
chrX	Acot9	155262442	155297654	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	74	1	74
chrX	Acot9	155262442	155297654	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	228	1	228
chrX	Acot9	155262442	155297654	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	264	1	228
chrX	Acot9	155262442	155297654	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	265	1	228
chrX	Acot9	155262442	155297654	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	299	1	206
chrX	Acot9	155262442	155297654	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	206	1	206
chrX	Acot9	155262442	155297654	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	263	1	206
chrX	Acot9	155262442	155297654	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	85	1	73
chrX	Acot9	155262442	155297654	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	1	73	1	73
chrX	Acot9	155262442	155297654	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	1	155	1	73
chrX	Acot9	155262442	155297654	MP_9w_RNA_XBxC_+y_XY_3	MP	male	Adult	1	61	1	61
chrX	Acot9	155262442	155297654	MP_9w_RNA_XBxC_+y_XY_2	MP	male	Adult	1	71	1	61
chrX	Acot9	155262442	155297654	MP_9w_RNA_XBxC_+y_XY_1	MP	male	Adult	1	109	1	61
chrX	Acsl4	142317992	142390800	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	0,99	356	1	214
chrX	Acsl4	142317992	142390800	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	214	1	214
chrX	Acsl4	142317992	142390800	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	228	1	214
chrX	Acsl4	142317992	142390800	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	193	1	193
chrX	Acsl4	142317992	142390800	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	216	1	193
chrX	Acsl4	142317992	142390800	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	292	1	193
chrX	Acsl4	142317992	142390800	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	97	1	74
chrX	Acsl4	142317992	142390800	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	94	1	74
chrX	Acsl4	142317992	142390800	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	74	1	74
chrX	Acsl4	142317992	142390800	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	78	1	71
chrX	Acsl4	142317992	142390800	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	71	1	71
chrX	Acsl4	142317992	142390800	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	0,99	83	1	71
chrX	Acsl4	142317992	142390800	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	196	1	196
chrX	Acsl4	142317992	142390800	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	465	1	196
chrX	Acsl4	142317992	142390800	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	202	1	196
chrX	Acsl4	142317992	142390800	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	248	1	212
chrX	Acsl4	142317992	142390800	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	212	1	212
chrX	Acsl4	142317992	142390800	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	289	1	212
chrX	Acsl4	142317992	142390800	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	1	247	1	247
chrX	Acsl4	142317992	142390800	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	1	496	1	247
chrX	Acsl4	142317992	142390800	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	262	1	247
chrX	Acsl4	142317992	142390800	MP_9w_RNA_XBxC_+y_XY_1	MP	male	Adult	1	362	1	303
chrX	Acsl4	142317992	142390800	MP_9w_RNA_XBxC_+y_XY_2	MP	male	Adult	1	383	1	303
chrX	Acsl4	142317992	142390800	MP_9w_RNA_XBxC_+y_XY_3	MP	male	Adult	1	303	1	303
chrX	Adgrg2	160390648	160498076	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	111	1	111
chrX	Adgrg2	160390648	160498076	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	231	1	111
chrX	Adgrg2	160390648	160498076	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	301	1	111
chrX	Adgrg2	160390648	160498076	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	165	1	165
chrX	Adgrg2	160390648	160498076	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	177	1	165
chrX	Adgrg2	160390648	160498076	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	221	1	165
chrX	Aff2	69360330	69872054	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	10	1	10
chrX	Aff2	69360330	69872054	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	10	1	10
chrX	Aff2	69360330	69872054	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	45	1	10
chrX	Alg13	144317965	144374450	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	30	1	30
chrX	Alg13	144317965	144374450	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	105	1	30
chrX	Alg13	144317965	144374450	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	60	1	30
chrX	Alg13	144317965	144374450	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	26	1	26
chrX	Alg13	144317965	144374450	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	68	1	26
chrX	Alg13	144317965	144374450	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	0,92	40	1	26
chrX	Alg13	144317965	144374450	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	26	1	26
chrX	Alg13	144317965	144374450	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	27	1	26
chrX	Alg13	144317965	144374450	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	33	1	26
chrX	Alg13	144317965	144374450	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	43	1	17
chrX	Alg13	144317965	144374450	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	17	1	17
chrX	Alg13	144317965	144374450	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	28	1	17
chrX	Alg13	144317965	144374450	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	57	1	35
chrX	Alg13	144317965	144374450	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	52	1	35
chrX	Alg13	144317965	144374450	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	0,94	35	1	35
chrX	Alg13	144317965	144374450	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	19	1	19
chrX	Alg13	144317965	144374450	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	53	1	19
chrX	Alg13	144317965	144374450	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	32	1	19
chrX	Alg13	144317965	144374450	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	40	1	30
chrX	Alg13	144317965	144374450	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	1	30	1	30
chrX	Alg13	144317965	144374450	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	0,99	67	1	30
chrX	Alg13	144317965	144374450	MP_9w_RNA_XBxC_+y_XY_1	MP	male	Adult	1	34	1	34
chrX	Alg13	144317965	144374450	MP_9w_RNA_XBxC_+y_XY_2	MP	male	Adult	1	40	1	34
chrX	Alg13	144317965	144374450	MP_9w_RNA_XBxC_+y_XY_3	MP	male	Adult	1	38	1	34
chrX	Amer1	95420312	95444840	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	0,96	77	1	64
chrX	Amer1	95420312	95444840	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	64	1	64
chrX	Amer1	95420312	95444840	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	64	1	64
chrX	Amer1	95420312	95444840	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	94	1	73
chrX	Amer1	95420312	95444840	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	73	1	73
chrX	Amer1	95420312	95444840	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	80	1	73
chrX	Amer1	95420312	95444840	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	30	1	18
chrX	Amer1	95420312	95444840	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	35	1	18
chrX	Amer1	95420312	95444840	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	18	1	18
chrX	Amer1	95420312	95444840	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	18	1	13
chrX	Amer1	95420312	95444840	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	27	1	13
chrX	Amer1	95420312	95444840	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	13	1	13
chrX	Amer1	95420312	95444840	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	56	1	40
chrX	Amer1	95420312	95444840	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	54	1	40
chrX	Amer1	95420312	95444840	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	0,98	40	1	40
chrX	Amer1	95420312	95444840	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	52	1	34
chrX	Amer1	95420312	95444840	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	34	1	34
chrX	Amer1	95420312	95444840	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	45	1	34
chrX	Amer1	95420312	95444840	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	27	1	27
chrX	Amer1	95420312	95444840	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	0,97	31	1	27
chrX	Amer1	95420312	95444840	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	1	39	1	27
chrX	Amer1	95420312	95444840	MP_9w_RNA_XBxC_+y_XY_2	MP	male	Adult	1	29	1	29
chrX	Amer1	95420312	95444840	MP_9w_RNA_XBxC_+y_XY_3	MP	male	Adult	0,98	42	1	29
chrX	Amer1	95420312	95444840	MP_9w_RNA_XBxC_+y_XY_1	MP	male	Adult	1	49	1	29
chrX	Ammecr1	142853473	142966728	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	48	1	43
chrX	Ammecr1	142853473	142966728	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	43	1	43
chrX	Ammecr1	142853473	142966728	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	48	1	43
chrX	Ammecr1	142853473	142966728	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	21	1	19
chrX	Ammecr1	142853473	142966728	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	19	1	19
chrX	Ammecr1	142853473	142966728	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	51	1	19
chrX	Ammecr1	142853473	142966728	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	69	1	40
chrX	Ammecr1	142853473	142966728	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	40	1	40
chrX	Ammecr1	142853473	142966728	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	72	1	40
chrX	Ammecr1	142853473	142966728	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	35	1	35
chrX	Ammecr1	142853473	142966728	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	35	1	35
chrX	Ammecr1	142853473	142966728	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	50	1	35
chrX	Ammecr1	142853473	142966728	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	21	1	21
chrX	Ammecr1	142853473	142966728	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	32	1	21
chrX	Ammecr1	142853473	142966728	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	0,92	36	1	21
chrX	Ammecr1	142853473	142966728	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	1	16	1	16
chrX	Ammecr1	142853473	142966728	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	18	1	16
chrX	Ammecr1	142853473	142966728	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	1	20	1	16
chrX	Amot	145446423	145505533	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	35	1	31
chrX	Amot	145446423	145505533	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	36	1	31
chrX	Amot	145446423	145505533	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	31	1	31
chrX	Amot	145446423	145505533	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	50	1	30
chrX	Amot	145446423	145505533	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	64	1	30
chrX	Amot	145446423	145505533	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	30	1	30
chrX	Amot	145446423	145505533	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	28	1	15
chrX	Amot	145446423	145505533	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	16	1	15
chrX	Amot	145446423	145505533	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	15	1	15
chrX	Amot	145446423	145505533	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	62	1	37
chrX	Amot	145446423	145505533	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	60	1	37
chrX	Amot	145446423	145505533	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	37	1	37
chrX	Amot	145446423	145505533	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	62	1	53
chrX	Amot	145446423	145505533	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	62	1	53
chrX	Amot	145446423	145505533	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	53	1	53
chrX	Ap1s2	163908705	163933666	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	676	1	387
chrX	Ap1s2	163908705	163933666	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	387	1	387
chrX	Ap1s2	163908705	163933666	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	543	1	387
chrX	Ap1s2	163908705	163933666	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	511	1	391
chrX	Ap1s2	163908705	163933666	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	559	1	391
chrX	Ap1s2	163908705	163933666	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	391	1	391
chrX	Ap1s2	163908705	163933666	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	195	1	195
chrX	Ap1s2	163908705	163933666	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	264	1	195
chrX	Ap1s2	163908705	163933666	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	246	1	195
chrX	Ap1s2	163908705	163933666	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	224	1	143
chrX	Ap1s2	163908705	163933666	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	210	1	143
chrX	Ap1s2	163908705	163933666	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	143	1	143
chrX	Ap1s2	163908705	163933666	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	608	1	481
chrX	Ap1s2	163908705	163933666	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	481	1	481
chrX	Ap1s2	163908705	163933666	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	535	1	481
chrX	Ap1s2	163908705	163933666	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	542	1	380
chrX	Ap1s2	163908705	163933666	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	433	1	380
chrX	Ap1s2	163908705	163933666	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	380	1	380
chrX	Ap1s2	163908705	163933666	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	744	1	630
chrX	Ap1s2	163908705	163933666	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	1	1012	1	630
chrX	Ap1s2	163908705	163933666	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	1	630	1	630
chrX	Ap1s2	163908705	163933666	MP_9w_RNA_XBxC_+y_XY_1	MP	male	Adult	1	885	1	642
chrX	Ap1s2	163908705	163933666	MP_9w_RNA_XBxC_+y_XY_3	MP	male	Adult	1	642	1	642
chrX	Ap1s2	163908705	163933666	MP_9w_RNA_XBxC_+y_XY_2	MP	male	Adult	1	695	1	642
chrX	Apex2	150503628	150588208	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	0,98	49	0,98	30
